"Date Time, GMT-05:00",Full Range_μS/cm,Temp_F,Specific Conductance_μS/cm
6/27/2019 0:45,538.6,68.05,600.7
6/27/2019 1:00,537.9,67.93,600.9
6/27/2019 1:15,536.5,67.82,600.1
6/27/2019 1:30,536.2,67.71,600.6
6/27/2019 1:45,534.7,67.6,599.7
6/27/2019 2:00,534.8,67.48,600.8
6/27/2019 2:15,533.3,67.39,599.8
6/27/2019 2:30,531.9,67.28,599
6/27/2019 2:45,531.6,67.17,599.5
6/27/2019 3:00,529.8,67.05,598.5
6/27/2019 3:15,528.7,66.96,597.9
6/27/2019 3:30,528,66.81,598.2
6/27/2019 3:45,527.3,66.7,598.2
6/27/2019 4:00,538,66.6,611.2
6/27/2019 4:15,525.6,66.52,597.7
6/27/2019 4:30,524.5,66.43,597.1
6/27/2019 4:45,523.8,66.34,597
6/27/2019 5:00,522.4,66.24,596.2
6/27/2019 5:15,522,66.15,596.5
6/27/2019 5:30,521,66.11,595.6
6/27/2019 5:45,521.3,66.11,595.9
6/27/2019 6:00,522.1,66.11,596.9
6/27/2019 6:15,522,66.16,596.3
6/27/2019 6:30,523.1,66.25,596.9
6/27/2019 6:45,524.2,66.34,597.5
6/27/2019 7:00,524.9,66.47,597.3
6/27/2019 7:15,526.3,66.63,597.7
6/27/2019 7:30,528,66.81,598.2
6/27/2019 7:45,529.4,67.05,598
6/27/2019 8:00,531.2,67.33,597.9
6/27/2019 8:15,533.3,67.68,597.6
6/27/2019 8:30,535.7,68.02,597.7
6/27/2019 8:45,537.7,68.49,596.4
6/27/2019 9:00,539.8,68.95,595.2
6/27/2019 9:15,542.5,69.48,594.3
6/27/2019 9:30,545.3,70,593.5
6/27/2019 9:45,547.7,70.56,592
6/27/2019 10:00,550.4,71.11,590.9
6/27/2019 10:15,553.1,71.71,589.5
6/27/2019 10:30,555.9,72.25,588.6
6/27/2019 10:45,559.3,72.86,587.8
6/27/2019 11:00,562.4,73.45,586.8
6/27/2019 11:15,565.1,73.92,586.3
6/27/2019 11:30,567.6,74.26,586.5
6/27/2019 11:45,569.9,74.82,585
6/27/2019 12:00,572.7,75.29,584.6
6/27/2019 12:15,575.5,75.67,584.8
6/27/2019 12:30,578.2,76.1,584.6
6/27/2019 12:45,581,76.53,584.4
6/27/2019 13:00,583.4,76.96,583.9
6/27/2019 13:15,585.4,77.4,582.9
6/27/2019 13:30,587.8,77.77,582.7
6/27/2019 13:45,589.9,78.15,582.2
6/27/2019 14:00,591.5,78.55,581.2
6/27/2019 14:15,592.2,78.62,581.4
6/27/2019 14:30,589.5,78.22,581.4
6/27/2019 14:45,587.4,77.9,581.5
6/27/2019 15:00,586.7,77.74,581.9
6/27/2019 15:15,585,77.4,582.5
6/27/2019 15:30,581.6,76.87,582.7
6/27/2019 15:45,580.5,76.73,582.5
6/27/2019 16:00,579.1,76.62,581.9
6/27/2019 16:15,577.7,76.55,581
6/27/2019 16:30,575.9,76.48,579.6
6/27/2019 16:45,574.1,76.35,578.7
6/27/2019 17:00,572.4,76.12,578.6
6/27/2019 17:15,580.1,75.92,587.7
6/27/2019 17:30,579.1,75.67,588.5
6/27/2019 17:45,578.8,75.38,590.2
6/27/2019 18:00,578.2,75,592.2
6/27/2019 18:15,576.5,74.7,592.6
6/27/2019 18:30,575.2,74.35,593.7
6/27/2019 18:45,574.2,74.05,594.9
6/27/2019 19:00,572.8,73.78,595.3
6/27/2019 19:15,571.5,73.47,596.2
6/27/2019 19:30,570.4,73.26,596.6
6/27/2019 19:45,569.1,73,597
6/27/2019 20:00,568.4,72.77,598
6/27/2019 20:15,566.7,72.59,597.5
6/27/2019 20:30,565.3,72.37,597.6
6/27/2019 20:45,563.9,72.19,597.4
6/27/2019 21:00,562.5,72,597.4
6/27/2019 21:15,561.8,71.82,597.9
6/27/2019 21:30,560.4,71.64,597.8
6/27/2019 21:45,560.1,71.47,598.6
6/27/2019 22:00,559.4,71.31,599.1
6/27/2019 22:15,558.8,71.15,599.6
6/27/2019 22:30,557.7,70.99,599.6
6/27/2019 22:45,556.7,70.81,599.9
6/27/2019 23:00,556.7,70.68,600.8
6/27/2019 23:15,555.3,70.52,600.5
6/27/2019 23:30,553.9,70.38,600.1
6/27/2019 23:45,553.2,70.21,600.5
6/28/2019 0:00,551.8,70.07,600.1
6/28/2019 0:15,550.8,69.93,600.1
6/28/2019 0:30,549.7,69.78,599.9
6/28/2019 0:45,548.3,69.62,599.6
6/28/2019 1:00,547.3,69.48,599.6
6/28/2019 1:15,545.9,69.31,599.3
6/28/2019 1:30,544.1,69.17,598.4
6/28/2019 1:45,543,69.01,598.4
6/28/2019 2:00,541.6,68.88,597.8
6/28/2019 2:15,540.6,68.74,597.7
6/28/2019 2:30,539.2,68.58,597.4
6/28/2019 2:45,538.5,68.45,597.6
6/28/2019 3:00,537.4,68.32,597.3
6/28/2019 3:15,537.1,68.18,598.1
6/28/2019 3:30,537.1,68.05,599
6/28/2019 3:45,537.5,67.95,600.3
6/28/2019 4:00,537.2,67.84,600.8
6/28/2019 4:15,537.6,67.73,602
6/28/2019 4:30,537.6,67.62,602.8
6/28/2019 4:45,536.9,67.53,602.7
6/28/2019 5:00,536.6,67.41,603.4
6/28/2019 5:15,535.9,67.32,603.3
6/28/2019 5:30,535.9,67.23,604
6/28/2019 5:45,536,67.19,604.4
6/28/2019 6:00,536,67.17,604.5
6/28/2019 6:15,537,67.21,605.3
6/28/2019 6:30,537.4,67.26,605.4
6/28/2019 6:45,538.8,67.33,606.4
6/28/2019 7:00,539.5,67.48,606.1
6/28/2019 7:15,540.6,67.62,606.2
6/28/2019 7:30,542,67.82,606.3
6/28/2019 7:45,543,68.07,605.4
6/28/2019 8:00,544.3,68.34,604.8
6/28/2019 8:15,545.7,68.65,604.1
6/28/2019 8:30,547.4,69.01,603.2
6/28/2019 8:45,549.1,69.48,601.6
6/28/2019 9:00,551.5,69.91,601
6/28/2019 9:15,553.5,70.43,599.2
6/28/2019 9:30,555.9,70.95,598
6/28/2019 9:45,559,71.51,597.2
6/28/2019 10:00,561.4,72.1,595.4
6/28/2019 10:15,565.2,72.68,595.3
6/28/2019 10:30,567.9,73.26,594
6/28/2019 10:45,569.9,73.69,593
6/28/2019 11:00,571.6,74.16,591.4
6/28/2019 11:15,575.4,74.79,590.9
6/28/2019 11:30,577.8,75.25,590
6/28/2019 11:45,579.1,75.52,589.5
6/28/2019 12:00,578.4,75.4,589.6
6/28/2019 12:15,578.4,75.45,589.3
6/28/2019 12:30,581.2,75.88,589.1
6/28/2019 12:45,583.2,76.3,588.2
6/28/2019 13:00,586.3,76.84,587.6
6/28/2019 13:15,586,76.78,587.7
6/28/2019 13:30,585.3,76.71,587.5
6/28/2019 13:45,587.6,77.22,586.3
6/28/2019 14:00,589.7,77.59,585.8
6/28/2019 14:15,591.7,77.95,585.4
6/28/2019 14:30,591.1,77.83,585.6
6/28/2019 14:45,590,77.67,585.6
6/28/2019 15:00,589.4,77.47,586.4
6/28/2019 15:15,590.1,77.47,587.1
6/28/2019 15:30,589.8,77.29,588
6/28/2019 15:45,587.4,76.87,588.5
6/28/2019 16:00,586.4,76.59,589.5
6/28/2019 16:15,585.8,76.33,590.6
6/28/2019 16:30,584.4,76.01,591.5
6/28/2019 16:45,583.1,75.69,592.4
6/28/2019 17:00,581.7,75.33,593.5
6/28/2019 17:15,581.5,75.07,595.1
6/28/2019 17:30,580.5,74.75,596.4
6/28/2019 17:45,579.5,74.52,597
6/28/2019 18:00,578.8,74.32,597.7
6/28/2019 18:15,577.8,74.01,598.8
6/28/2019 18:30,576.5,73.71,599.7
6/28/2019 18:45,575.1,73.4,600.4
6/28/2019 19:00,573.7,73.15,600.8
6/28/2019 19:15,572.7,72.88,601.7
6/28/2019 19:30,572.1,72.66,602.7
6/28/2019 19:45,570.7,72.45,602.8
6/28/2019 20:00,570,72.27,603.4
6/28/2019 20:15,569.4,72.12,603.8
6/28/2019 20:30,569,71.94,604.7
6/28/2019 20:45,568.4,71.8,605.1
6/28/2019 21:00,575,71.67,613.1
6/28/2019 21:15,566.6,71.53,605.2
6/28/2019 21:30,565.6,71.4,605.1
6/28/2019 21:45,564.2,71.29,604.4
6/28/2019 22:00,563.8,71.17,604.9
6/28/2019 22:15,563.2,71.06,605
6/28/2019 22:30,562.1,70.95,604.6
6/28/2019 22:45,561.4,70.84,604.7
6/28/2019 23:00,561.1,70.77,604.9
6/28/2019 23:15,560.7,70.66,605.3
6/28/2019 23:30,560,70.56,605.3
6/28/2019 23:45,559,70.45,605.1
6/29/2019 0:00,559,70.34,605.9
6/29/2019 0:15,558,70.23,605.6
6/29/2019 0:30,557.3,70.14,605.5
6/29/2019 0:45,557.3,70.02,606.5
6/29/2019 1:00,556.2,69.89,606.2
6/29/2019 1:15,554.5,69.73,605.6
6/29/2019 1:30,553.4,69.57,605.6
6/29/2019 1:45,552,69.4,605.3
6/29/2019 2:00,550.3,69.21,604.9
6/29/2019 2:15,549.2,69.06,604.8
6/29/2019 2:30,547.1,68.88,603.8
6/29/2019 2:45,546,68.74,603.7
6/29/2019 3:00,544.6,68.58,603.4
6/29/2019 3:15,543.2,68.43,602.9
6/29/2019 3:30,542.2,68.31,602.8
6/29/2019 3:45,541.5,68.16,603.1
6/29/2019 4:00,540.4,68.05,602.7
6/29/2019 4:15,539.4,67.93,602.5
6/29/2019 4:30,538.7,67.82,602.6
6/29/2019 4:45,538,67.73,602.5
6/29/2019 5:00,537.7,67.6,603.1
6/29/2019 5:15,537.7,67.51,603.8
6/29/2019 5:30,537.3,67.42,604
6/29/2019 5:45,537.4,67.39,604.4
6/29/2019 6:00,537.4,67.33,604.8
6/29/2019 6:15,538.1,67.39,605.2
6/29/2019 6:30,539.5,67.48,606.1
6/29/2019 6:45,540.6,67.59,606.5
6/29/2019 7:00,542,67.71,607.1
6/29/2019 7:15,544.1,67.89,608.1
6/29/2019 7:30,545.9,68.14,608.1
6/29/2019 7:45,546.9,68.31,608
6/29/2019 8:00,547.9,68.52,607.5
6/29/2019 8:15,549,68.76,606.9
6/29/2019 8:30,549.6,68.97,605.9
6/29/2019 8:45,550.3,69.19,605
6/29/2019 9:00,550.9,69.48,603.5
6/29/2019 9:15,552.6,69.85,602.6
6/29/2019 9:30,554.7,70.27,601.7
6/29/2019 9:45,557.4,70.86,600.3
6/29/2019 10:00,559.1,71.26,599.2
6/29/2019 10:15,560.8,71.64,598.2
6/29/2019 10:30,562.5,72.01,597.2
6/29/2019 10:45,565.9,72.68,596
6/29/2019 11:00,569.3,73.27,595.3
6/29/2019 11:15,572.8,73.89,594.6
6/29/2019 11:30,576.6,74.52,594
6/29/2019 11:45,580,75.15,593
6/29/2019 12:00,583.4,75.72,592.5
6/29/2019 12:15,586.1,76.32,591
6/29/2019 12:30,589.9,76.89,590.9
6/29/2019 12:45,593,77.41,590.4
6/29/2019 13:00,595.8,77.88,589.9
6/29/2019 13:15,597.8,78.31,588.9
6/29/2019 13:30,600.2,78.66,589
6/29/2019 13:45,603,79,589.4
6/29/2019 14:00,604.7,79.34,588.7
6/29/2019 14:15,606,79.59,588.3
6/29/2019 14:30,607.8,79.83,588.5
6/29/2019 14:45,607.8,79.77,588.8
6/29/2019 15:00,606.4,79.63,588.4
6/29/2019 15:15,606.4,79.57,588.8
6/29/2019 15:30,606.1,79.41,589.6
6/29/2019 15:45,606.5,79.29,590.9
6/29/2019 16:00,606.5,79.18,591.6
6/29/2019 16:15,606.2,79,592.5
6/29/2019 16:30,605.9,78.84,593.3
6/29/2019 16:45,604.6,78.58,593.8
6/29/2019 17:00,603.2,78.26,594.6
6/29/2019 17:15,601.9,77.85,596.2
6/29/2019 17:30,599.9,77.41,597.2
6/29/2019 17:45,597.9,76.95,598.5
6/29/2019 18:00,595.9,76.46,599.9
6/29/2019 18:15,593.9,76.01,601.1
6/29/2019 18:30,592.2,75.58,602.4
6/29/2019 18:45,590.1,75.18,603.1
6/29/2019 19:00,588.4,74.82,603.9
6/29/2019 19:15,587.1,74.46,605.2
6/29/2019 19:30,585.8,74.16,606.1
6/29/2019 19:45,583.7,73.85,606.1
6/29/2019 20:00,582,73.58,606.3
6/29/2019 20:15,580.6,73.31,606.8
6/29/2019 20:30,578.9,73.04,607
6/29/2019 20:45,577.5,72.79,607.4
6/29/2019 21:00,575.8,72.55,607.4
6/29/2019 21:15,574,72.32,607.2
6/29/2019 21:30,572.6,72.07,607.6
6/29/2019 21:45,571.3,71.89,607.5
6/29/2019 22:00,569.5,71.69,607.1
6/29/2019 22:15,568.5,71.49,607.5
6/29/2019 22:30,567.1,71.29,607.5
6/29/2019 22:45,566,71.11,607.6
6/29/2019 23:00,565,70.97,607.6
6/29/2019 23:15,564,70.79,607.9
6/29/2019 23:30,562.9,70.65,607.8
6/29/2019 23:45,561.9,70.52,607.7
6/30/2019 0:00,561.2,70.36,608.1
6/30/2019 0:15,560.9,70.21,608.9
6/30/2019 0:30,559.8,70.07,608.8
6/30/2019 0:45,559.1,69.93,609.1
6/30/2019 1:00,558.1,69.8,609
6/30/2019 1:15,557.1,69.64,609.1
6/30/2019 1:30,556,69.49,609
6/30/2019 1:45,554.6,69.39,608.3
6/30/2019 2:00,553.5,69.31,607.6
6/30/2019 2:15,552.4,69.22,607.1
6/30/2019 2:30,551.4,69.17,606.4
6/30/2019 2:45,549.2,69.08,604.7
6/30/2019 3:00,547.8,68.99,603.8
6/30/2019 3:15,547.5,68.9,604.1
6/30/2019 3:30,546,68.81,603.2
6/30/2019 3:45,545,68.7,602.9
6/30/2019 4:00,543.5,68.58,602.2
6/30/2019 4:15,542.5,68.43,602.2
6/30/2019 4:30,541.4,68.32,601.7
6/30/2019 4:45,540.8,68.18,602.2
6/30/2019 5:00,540.8,68.13,602.6
6/30/2019 5:15,540.1,68.04,602.5
6/30/2019 5:30,540.8,68,603.5
6/30/2019 5:45,540.5,67.95,603.6
6/30/2019 6:00,541.2,67.96,604.3
6/30/2019 6:15,541.9,67.96,605
6/30/2019 6:30,542.3,68.02,605.1
6/30/2019 6:45,543,68.07,605.4
6/30/2019 7:00,544.4,68.14,606.5
6/30/2019 7:15,545.8,68.31,606.8
6/30/2019 7:30,547.6,68.47,607.5
6/30/2019 7:45,549,68.67,607.6
6/30/2019 8:00,550.7,68.94,607.4
6/30/2019 8:15,552.4,69.22,607.1
6/30/2019 8:30,553.8,69.6,605.8
6/30/2019 8:45,556.2,70,605.4
6/30/2019 9:00,558.3,70.45,604.3
6/30/2019 9:15,559.6,70.86,602.6
6/30/2019 9:30,562.3,71.29,602.3
6/30/2019 9:45,564,71.8,600.4
6/30/2019 10:00,567.1,72.41,599.2
6/30/2019 10:15,569.8,72.93,598.3
6/30/2019 10:30,571.2,73.29,597.2
6/30/2019 10:45,572.1,73.6,595.9
6/30/2019 11:00,573.2,73.72,596.1
6/30/2019 11:15,572.4,73.8,594.8
6/30/2019 11:30,573.5,73.92,595
6/30/2019 11:45,574.5,74.12,594.6
6/30/2019 12:00,576.6,74.46,594.4
6/30/2019 12:15,579,74.79,594.6
6/30/2019 12:30,581.8,75.27,594
6/30/2019 12:45,583.5,75.6,593.4
6/30/2019 13:00,586.2,76.1,592.6
6/30/2019 13:15,588.6,76.59,591.7
6/30/2019 13:30,591.3,77.09,590.9
6/30/2019 13:45,594.4,77.68,589.9
6/30/2019 14:00,595.7,77.95,589.3
6/30/2019 14:15,595,77.88,589.1
6/30/2019 14:30,594.4,77.67,590
6/30/2019 14:45,594.4,77.72,589.6
6/30/2019 15:00,596.5,77.94,590.2
6/30/2019 15:15,597.2,77.99,590.6
6/30/2019 15:30,597.5,78.01,590.7
6/30/2019 15:45,597.9,78.01,591.1
6/30/2019 16:00,597.2,77.95,590.8
6/30/2019 16:15,597.9,77.95,591.5
6/30/2019 16:30,597.2,77.79,591.9
6/30/2019 16:45,596.2,77.58,592.4
6/30/2019 17:00,595.2,77.31,593.3
6/30/2019 17:15,593.9,76.98,594.2
6/30/2019 17:30,593.3,76.66,595.9
6/30/2019 17:45,592.7,76.33,597.6
6/30/2019 18:00,592,76.01,599.1
6/30/2019 18:15,590.7,75.7,600
6/30/2019 18:30,589.3,75.4,600.7
6/30/2019 18:45,589.1,75.15,602.3
6/30/2019 19:00,588.1,74.86,603.4
6/30/2019 19:15,586.7,74.57,604
6/30/2019 19:30,586.1,74.32,605.2
6/30/2019 19:45,584.7,74.03,605.9
6/30/2019 20:00,583.7,73.72,607.1
6/30/2019 20:15,582,73.42,607.5
6/30/2019 20:30,581.8,73.11,609.6
6/30/2019 20:45,579.3,72.86,608.8
6/30/2019 21:00,577.9,72.59,609.3
6/30/2019 21:15,576.2,72.37,609.1
6/30/2019 21:30,575.2,72.16,609.7
6/30/2019 21:45,573.8,71.94,609.8
6/30/2019 22:00,572.4,71.74,609.8
6/30/2019 22:15,571.4,71.56,610
6/30/2019 22:30,570.3,71.38,610.2
6/30/2019 22:45,569.6,71.26,610.4
6/30/2019 23:00,568.9,71.15,610.5
6/30/2019 23:15,568.6,71.06,610.8
6/30/2019 23:30,567.9,70.95,610.9
6/30/2019 23:45,566.5,70.81,610.5
7/1/2019 0:00,565.5,70.66,610.5
7/1/2019 0:15,564.4,70.52,610.4
7/1/2019 0:30,563.7,70.36,610.8
7/1/2019 0:45,562,70.21,610.1
7/1/2019 1:00,561.3,70.11,610.1
7/1/2019 1:15,560.2,70,609.7
7/1/2019 1:30,559.2,69.85,609.7
7/1/2019 1:45,558.5,69.8,609.4
7/1/2019 2:00,557.4,69.71,608.9
7/1/2019 2:15,556.7,69.62,608.8
7/1/2019 2:30,556.4,69.57,608.9
7/1/2019 2:45,555.6,69.49,608.5
7/1/2019 3:00,555,69.39,608.7
7/1/2019 3:15,553.5,69.22,608.3
7/1/2019 3:30,552.1,69.08,607.8
7/1/2019 3:45,551.4,68.95,608
7/1/2019 4:00,550.4,68.81,608
7/1/2019 4:15,549.3,68.7,607.6
7/1/2019 4:30,549,68.58,608.3
7/1/2019 4:45,548.7,68.45,608.9
7/1/2019 5:00,548.7,68.32,609.9
7/1/2019 5:15,548.4,68.22,610.4
7/1/2019 5:30,548.4,68.13,611.1
7/1/2019 5:45,548.5,68.04,611.9
7/1/2019 6:00,548.5,68.02,612
7/1/2019 6:15,548.5,67.96,612.4
7/1/2019 6:30,548.1,68.02,611.6
7/1/2019 6:45,548.8,68.11,611.6
7/1/2019 7:00,549.1,68.22,611.1
7/1/2019 7:15,550.2,68.36,611.3
7/1/2019 7:30,550.9,68.52,610.8
7/1/2019 7:45,551.9,68.74,610.2
7/1/2019 8:00,552.9,68.97,609.6
7/1/2019 8:15,554.6,69.22,609.5
7/1/2019 8:30,556.3,69.58,608.6
7/1/2019 8:45,558,69.96,607.6
7/1/2019 9:00,560.1,70.41,606.5
7/1/2019 9:15,562.5,70.86,605.7
7/1/2019 9:30,564.5,71.37,604.1
7/1/2019 9:45,566.5,71.83,602.8
7/1/2019 10:00,568.9,72.36,601.5
7/1/2019 10:15,571.3,72.88,600.3
7/1/2019 10:30,572.9,73.4,598.1
7/1/2019 10:45,576,73.92,597.6
7/1/2019 11:00,578,74.48,595.7
7/1/2019 11:15,580.8,75,594.9
7/1/2019 11:30,583.5,75.52,593.9
7/1/2019 11:45,585.5,76.03,592.4
7/1/2019 12:00,587.9,76.46,591.8
7/1/2019 12:15,590.3,76.93,591
7/1/2019 12:30,592,77.27,590.3
7/1/2019 12:45,594.4,77.72,589.6
7/1/2019 13:00,595.7,77.95,589.3
7/1/2019 13:15,596.7,78.24,588.3
7/1/2019 13:30,598.1,78.51,587.9
7/1/2019 13:45,599.8,78.85,587.2
7/1/2019 14:00,601.5,79.11,587.2
7/1/2019 14:15,602.9,79.34,587
7/1/2019 14:30,603.2,79.34,587.3
7/1/2019 14:45,603.9,79.38,587.7
7/1/2019 15:00,604.6,79.45,587.9
7/1/2019 15:15,605.3,79.48,588.3
7/1/2019 15:30,604.7,79.29,589.1
7/1/2019 15:45,603.7,79.03,589.8
7/1/2019 16:00,602.7,78.76,590.7
7/1/2019 16:15,602,78.64,590.9
7/1/2019 16:30,601.4,78.4,591.9
7/1/2019 16:45,600.7,78.13,593
7/1/2019 17:00,599.4,77.83,593.9
7/1/2019 17:15,598.1,77.5,594.8
7/1/2019 17:30,597.1,77.14,596.3
7/1/2019 17:45,595.4,76.71,597.6
7/1/2019 18:00,594.1,76.3,599.2
7/1/2019 18:15,592.4,75.88,600.4
7/1/2019 18:30,591.1,75.49,601.9
7/1/2019 18:45,589.4,75.09,603
7/1/2019 19:00,587.4,74.68,604
7/1/2019 19:15,585.3,74.32,604.4
7/1/2019 19:30,584,73.96,605.7
7/1/2019 19:45,581.6,73.67,605.3
7/1/2019 20:00,579.9,73.36,605.7
7/1/2019 20:15,577.8,73.06,605.8
7/1/2019 20:30,575.7,72.77,605.7
7/1/2019 20:45,574.3,72.48,606.3
7/1/2019 21:00,573,72.23,606.8
7/1/2019 21:15,571.2,71.96,606.9
7/1/2019 21:30,569.5,71.71,606.9
7/1/2019 21:45,568.5,71.49,607.5
7/1/2019 22:00,567.1,71.22,608
7/1/2019 22:15,565.3,71.01,607.7
7/1/2019 22:30,564,70.79,607.9
7/1/2019 22:45,562.6,70.59,607.9
7/1/2019 23:00,561.2,70.38,608
7/1/2019 23:15,559.8,70.21,607.7
7/1/2019 23:30,558.8,70.02,608.1
7/1/2019 23:45,561.4,69.82,612.4
7/2/2019 0:00,556.7,69.64,608.7
7/2/2019 0:15,555.7,69.48,608.8
7/2/2019 0:30,555,69.3,609.4
7/2/2019 0:45,553.9,69.12,609.6
7/2/2019 1:00,553.6,68.97,610.3
7/2/2019 1:15,552.6,68.81,610.5
7/2/2019 1:30,551.9,68.67,610.8
7/2/2019 1:45,551.2,68.54,611
7/2/2019 2:00,550.2,68.38,611.1
7/2/2019 2:15,548.4,68.23,610.2
7/2/2019 2:30,547,68.11,609.6
7/2/2019 2:45,545.6,67.95,609.3
7/2/2019 3:00,544.1,67.84,608.5
7/2/2019 3:15,542.7,67.73,607.7
7/2/2019 3:30,540.9,67.62,606.5
7/2/2019 3:45,539.5,67.5,605.9
7/2/2019 4:00,538.8,67.41,605.8
7/2/2019 4:15,537.4,67.32,605
7/2/2019 4:30,537,67.23,605.2
7/2/2019 4:45,536,67.15,604.6
7/2/2019 5:00,535.3,67.06,604.5
7/2/2019 5:15,534.6,66.99,604.3
7/2/2019 5:30,534.2,66.96,604.1
7/2/2019 5:45,533.8,66.94,603.8
7/2/2019 6:00,534.2,66.94,604.3
7/2/2019 6:15,534.6,66.97,604.4
7/2/2019 6:30,535.6,67.06,604.9
7/2/2019 6:45,536.7,67.17,605.3
7/2/2019 7:00,538.5,67.32,606.2
7/2/2019 7:15,540.2,67.48,606.9
7/2/2019 7:30,541.6,67.69,606.8
7/2/2019 7:45,543.4,67.95,606.9
7/2/2019 8:00,545.1,68.25,606.4
7/2/2019 8:15,546.8,68.59,605.7
7/2/2019 8:30,549.2,69.01,605.2
7/2/2019 8:45,551.6,69.48,604.3
7/2/2019 9:00,554,70,603
7/2/2019 9:15,557.5,70.54,602.8
7/2/2019 9:30,560.6,71.15,601.6
7/2/2019 9:45,564,71.82,600.3
7/2/2019 10:00,567.4,72.43,599.4
7/2/2019 10:15,570.2,72.99,598.3
7/2/2019 10:30,573.2,73.63,596.8
7/2/2019 10:45,574.9,73.94,596.3
7/2/2019 11:00,578,74.62,594.7
7/2/2019 11:15,581,75.27,593.2
7/2/2019 11:30,583.1,75.67,592.5
7/2/2019 11:45,583.8,75.79,592.4
7/2/2019 12:00,585.1,76.1,591.5
7/2/2019 12:15,588.2,76.66,590.8
7/2/2019 12:30,590.6,77.09,590.2
7/2/2019 12:45,593.3,77.63,589.2
7/2/2019 13:00,595.3,78.13,587.7
7/2/2019 13:15,596.7,78.42,587.1
7/2/2019 13:30,599.7,78.96,586.4
7/2/2019 13:45,602.1,79.47,585.4
7/2/2019 14:00,604.8,79.9,585.1
7/2/2019 14:15,606.2,80.19,584.5
7/2/2019 14:30,607.9,80.42,584.6
7/2/2019 14:45,607.9,80.35,585.1
7/2/2019 15:00,610.3,80.74,584.7
7/2/2019 15:15,612.1,80.89,585.5
7/2/2019 15:30,611.7,80.85,585.4
7/2/2019 15:45,612.5,80.74,586.9
7/2/2019 16:00,611.6,80.35,588.6
7/2/2019 16:15,610.2,80.08,589.1
7/2/2019 16:30,609.2,79.84,589.7
7/2/2019 16:45,607.9,79.41,591.4
7/2/2019 17:00,606.6,79.11,592.2
7/2/2019 17:15,604.6,78.57,593.9
7/2/2019 17:30,602.9,78.19,594.8
7/2/2019 17:45,601.6,77.77,596.4
7/2/2019 18:00,600.3,77.36,598
7/2/2019 18:15,598.6,76.96,599.1
7/2/2019 18:30,596.6,76.55,600
7/2/2019 18:45,595.2,76.19,601.1
7/2/2019 19:00,593.6,75.81,602.2
7/2/2019 19:15,591.9,75.47,602.9
7/2/2019 19:30,590.2,75.11,603.7
7/2/2019 19:45,589.2,74.82,604.8
7/2/2019 20:00,587.1,74.48,605.1
7/2/2019 20:15,586.1,74.19,606.1
7/2/2019 20:30,585.5,73.9,607.6
7/2/2019 20:45,584.1,73.62,608.3
7/2/2019 21:00,582.8,73.38,608.6
7/2/2019 21:15,581.7,73.18,608.9
7/2/2019 21:30,580.7,73,609.2
7/2/2019 21:45,580,72.84,609.7
7/2/2019 22:00,578.6,72.66,609.5
7/2/2019 22:15,577.2,72.52,609.1
7/2/2019 22:30,576.2,72.36,609.3
7/2/2019 22:45,575.5,72.21,609.6
7/2/2019 23:00,573.7,72.05,608.9
7/2/2019 23:15,572.7,71.89,609
7/2/2019 23:30,572,71.74,609.3
7/2/2019 23:45,571,71.6,609.3
7/3/2019 0:00,570.3,71.47,609.5
