"","Storm_ID","Vol_mcubed","length_H","Intensity","H_Index"
"68","2013-05-09 04.30.00",334.872884715338,0.25,1339.49153886135,NA
"69","2013-05-09 05.00.00",331.231494574096,0.25,1324.92597829639,NA
"70","2013-05-10 21.15.00",864.253155162535,0.25,3457.01262065014,0
"71","2013-05-10 21.45.00",26718.1612928189,7.25,3685.26362659571,43.4748021068913
"72","2013-05-11 16.15.00",1006.20890684354,0.5,2012.41781368708,4.31940450530136
"73","2013-05-11 17.00.00",7665.44200815926,3.75,2044.11786884247,10.5789278615142
"74","2013-05-11 21.00.00",422.034550307817,0.25,1688.13820123127,NA
"75","2013-05-11 21.30.00",16466.5891808563,6.25,2634.65426893701,35.2037333758044
"76","2013-05-17 20.00.00",3309.60338859778,1.5,2206.40225906519,23.3605959574024
"77","2013-05-17 21.45.00",3007.67679856272,1.75,1718.67245632156,28.9343341105385
"78","2013-05-18 17.15.00",58092.3312119458,6.75,8606.27129065863,100.681046863598
"79","2013-05-19 01.15.00",8263.68350519904,4.25,1944.39611887036,0.528587939511283
"80","2013-05-19 07.30.00",9512.52147599563,5,1902.50429519913,2.45667581905685
"81","2013-05-23 22.15.00",11388.3217872631,4.25,2679.60512641485,108.631423723684
"82","2013-06-02 17.00.00",3373.10143111366,1.75,1927.48653206495,28.0644013901611
"83","2013-06-06 08.30.00",6713.27354871652,2.25,2983.6771327629,NA
"84","2013-06-06 11.00.00",24177.2872580414,2.25,10745.4610035739,NA
"85","2013-06-06 15.30.00",34531.5004890446,1.25,27625.2003912357,1.93389423076923
"86","2013-06-06 17.00.00",76774.5783874956,5,15354.9156774991,14.9930330292572
"87","2013-06-06 23.00.00",4871.64979084151,3,1623.88326361384,6.2665164911008
"88","2013-06-07 09.45.00",6527.06458377958,4,1631.7661459449,9.15931465036318
"89","2013-06-08 11.30.00",10849.3799725581,3.75,2893.16799268217,39.1082643865982
"90","2013-06-10 09.30.00",3364.11886065148,1.75,1922.35363465799,1.15986546641499
"91","2013-06-10 11.30.00",5944.59159470624,3,1981.53053156875,13.5258087290417
"92","2013-06-10 17.30.00",2299.11707272541,0.25,9196.46829090163,NA
"93","2013-06-10 18.00.00",76863.9582629924,7.25,10601.9252776541,14.9625686539146
"94","2013-06-11 05.00.00",552.961497143301,0.25,2211.8459885732,NA
"95","2013-06-11 05.30.00",21734.0720104564,6.25,3477.45152167303,35.304698548911
"96","2013-06-11 12.00.00",344.055982442153,0.25,1376.22392976861,NA
"97","2013-06-11 12.30.00",329.420135328154,0.25,1317.68054131262,NA
"98","2013-06-13 19.00.00",2712.66648875495,1.75,1550.0951364314,3.08146818035459
"99","2013-06-17 04.00.00",4850.4264093228,3,1616.8088031076,31.0070571042648
"100","2013-06-18 11.30.00",0,0,NA,NA
"101","2013-06-18 12.30.00",940.456808596344,0.25,3761.82723438538,0
"102","2013-06-18 13.00.00",48282.4209261851,6.75,7152.95124832372,14.655553352115
"103","2013-06-19 20.45.00",1958.51347653374,0.25,7834.05390613495,NA
"104","2013-06-19 21.15.00",75233.9529344245,6.75,11145.7708050999,0.0653755321786987
"105","2013-06-26 17.45.00",993.088284636228,0.25,3972.35313854491,0
"106","2013-06-26 18.15.00",44886.0301061914,3.25,13811.0861865204,12.0924298958961
"107","2013-06-27 15.30.00",0,0,NA,NA
"108","2013-06-27 16.30.00",3143.05283876677,2,1571.52641938338,26.9696134986253
"109","2013-06-30 07.15.00",2423.99306242613,1.5,1615.99537495075,30.6412507745587
"110","2013-06-30 23.00.00",1043.06013737347,0.25,4172.2405494939,NA
"111","2013-06-30 23.30.00",49623.376338524,6.75,7351.61130941096,31.475344876001
"112","2013-07-02 14.15.00",9065.173707598,3,3021.72456919933,51.4551221202514
"113","2013-07-02 17.30.00",5398.99605835799,2.25,2399.55380371466,9.75848758367795
"114","2013-07-02 22.00.00",597.696175135058,0.25,2390.78470054023,NA
"115","2013-07-02 22.30.00",2502.12187462903,0.75,3336.16249950537,NA
"116","2013-07-02 23.30.00",9435.25449073946,3.75,2516.06786419719,28.4033212716251
"117","2013-07-03 17.45.00",0,0,NA,NA
"118","2013-07-03 18.00.00",34213.9871296268,2.25,15206.2165020564,24.9339192721849
"119","2013-07-03 20.30.00",167679.561279456,4.25,39454.0144186956,8.4509857612267
"120","2013-07-04 01.00.00",140326.643346755,5.25,26728.8844470009,7.63067061143985
"121","2013-07-04 06.30.00",6061.79519999449,0.5,12123.590399989,1.2826086956522
"122","2013-07-04 07.15.00",39456.8316039544,5,7891.36632079089,1.99286033702466
"123","2013-07-04 12.30.00",3265.93969689816,1,3265.93969689816,0.00362533156434661
"124","2013-07-04 13.45.00",713.685580592002,0.25,2854.74232236801,NA
"125","2013-07-04 14.15.00",1345.92056607124,0.5,2691.84113214248,1.15502601413762
"126","2013-07-04 15.00.00",653.077308493401,0.25,2612.30923397361,NA
"127","2013-07-04 15.30.00",3601.50198280756,1.25,2881.20158624605,NA
"128","2013-07-04 17.00.00",8904.11911725438,3.5,2544.03403350125,4.97373167018129
"129","2013-07-04 20.45.00",982.486857078122,0.5,1964.97371415624,1.59152144548661
"130","2013-07-04 21.30.00",2261.3288949013,1.25,1809.06311592104,1.90726851204991
"131","2013-07-04 23.00.00",424.710990229845,0.25,1698.84396091938,NA
"132","2013-07-04 23.30.00",422.003871546827,0.25,1688.01548618731,NA
"133","2013-07-05",429.5148056369,0.25,1718.0592225476,NA
"134","2013-07-05 00.30.00",1250.14774975569,0.75,1666.86366634091,1
"135","2013-07-05 01.30.00",1229.86822680061,0.75,1639.82430240082,3.89951016626831
"136","2013-07-05 02.30.00",1971.28866951549,1.25,1577.03093561239,2.04024716785658
"137","2013-07-05 04.00.00",390.54905823729,0.25,1562.19623294916,NA
"138","2013-07-05 04.30.00",382.029051826467,0.25,1528.11620730587,NA
"139","2013-07-05 05.00.00",777.148979012435,0.5,1554.29795802487,NA
"140","2013-07-05 05.45.00",2001.74848751342,1.25,1601.39879001073,5.77076875308898
"141","2013-07-05 07.15.00",790.289601777074,0.5,1580.57920355415,1.30133385370985
"142","2013-07-05 08.00.00",380.084844319287,0.25,1520.33937727715,NA
"143","2013-07-05 08.30.00",1496.93486523435,1,1496.93486523435,1.7018963338978
"144","2013-07-05 09.45.00",1842.59003526881,1.25,1474.07202821505,0.519874758366582
"145","2013-07-05 11.15.00",1148.1767831501,0.75,1530.90237753347,NA
"146","2013-07-05 12.15.00",1515.70372507613,1,1515.70372507613,1.67746607913394
"147","2013-07-05 13.30.00",360.267268943538,0.25,1441.06907577415,NA
"148","2013-07-05 14.00.00",355.866164036625,0.25,1423.4646561465,NA
"149","2013-07-05 14.30.00",343.48513828825,0.25,1373.940553153,NA
"150","2013-07-05 15.00.00",2698.26806089662,2,1349.13403044831,0.65763718822915
"151","2013-07-07 18.45.00",0,0,NA,NA
"152","2013-07-07 19.00.00",37155.3019723527,9,4128.36688581697,18.8017397276627
"153","2013-07-08 04.15.00",1078.05757126011,0.75,1437.41009501348,1.12237046197765
"154","2013-07-08 05.15.00",682.017721306736,0.5,1364.03544261347,0.809076377913364
"155","2013-07-10 20.15.00",709.957762481473,0.25,2839.83104992589,0
"156","2013-07-10 20.45.00",54744.465030776,8,6843.058128847,53.1414080673846
"157","2013-07-11 11.45.00",673.437314312195,0.5,1346.87462862439,6.23533174998354
"158","2013-07-15 07.30.00",1429.57987301156,1,1429.57987301156,13.5576332846571
"159","2013-07-19 17.45.00",446.500842611441,1.25,357.200674089153,80.9770848736915
"160","2013-07-21 16.30.00",9434.32929748815,3,3144.77643249605,109.849161320986
"161","2013-07-27 07.30.00",11617.6472076222,2.75,4224.5989845899,NA
"162","2013-07-27 10.30.00",31637.9947181534,4,7909.49867953835,12.5978458398633
"163","2013-07-27 14.45.00",2383.91030447255,0.75,3178.54707263007,NA
"164","2013-07-27 15.45.00",24952.0668427387,6.25,3992.33069483819,30.378714235692
"165","2013-08-01 02.15.00",7117.75314656773,4,1779.43828664193,26.7000012231667
"166","2013-08-01 06.30.00",2578.10377277868,0.75,3437.47169703824,75.8197087375382
"167","2013-08-01 07.30.00",18303.6525211345,4.25,4306.74176967871,59.3026994204824
"168","2013-08-09 17.15.00",2250.79362457258,0.75,3001.05816609677,NA
"169","2013-08-11 23.15.00",775.494940540986,0.5,1550.98988108197,13.0729276191069
"170","2013-08-12",2051.8246898111,1.25,1641.45975184888,12.3307134325966
"171","2013-08-13 13.30.00",500.004351540718,0.25,2000.01740616287,0
"172","2013-08-13 14.45.00",2701.90265365756,1.5,1801.2684357717,49.7925904486137
"173","2013-08-29 21.15.00",2540.79618780256,1.5,1693.8641252017,224.394930421215
"174","2013-08-29 23.00.00",3588.15335740874,1.75,2050.37334709071,115.749820370378
"175","2013-09-20 07.15.00",7017.89464359909,2.5,2807.15785743964,108.42274602137
"176","2013-10-07 07.15.00",2215.80272596575,0.5,4431.6054519315,32.9285576789148
"177","2013-10-07 08.00.00",56784.4590881108,3.25,17472.1412578802,49.1663479121238
"178","2013-10-07 11.30.00",12683.1894214815,1,12683.1894214815,NA
"179","2013-10-07 12.45.00",30011.2251808632,5,6002.24503617264,13.4516486495038
"180","2013-10-07 18.00.00",1123.59972118879,0.75,1498.13296158506,2.68647763549432
"181","2013-11-16 07.00.00",0,0,NA,NA
"182","2013-11-18 07.45.00",2249.12312656974,1.5,1499.41541771316,46.3755183016043
"183","2013-11-26 15.30.00",11701.4533557801,3.5,3343.27238736574,41.5075707779701
"184","2013-11-26 19.15.00",126467.553633872,13,9728.27335645166,139.500853636897
"185","2013-11-27 13.00.00",337.935747848022,0.25,1351.74299139209,0
"186","2013-12-06 14.30.00",12854.9876445184,4.25,3024.7029751808,161.915433466208
"187","2013-12-07 03.00.00",386.132107781936,0.25,1544.52843112774,NA
"188","2013-12-07 03.30.00",10107.4982179204,4.75,2127.89436166744,105.369744653571
"189","2013-12-09 10.15.00",355.256883388808,0.25,1421.02753355523,NA
"190","2013-12-09 10.45.00",4397.28602967124,3,1465.76200989041,47.1214384550342
"191","2013-12-10 12.00.00",7145.59057203326,4,1786.39764300832,59.630756684689
"192","2013-12-14 20.15.00",5126.23960848392,3,1708.74653616131,9.71461339873483
"193","2013-12-22 19.15.00",355.349107837416,0.25,1421.39643134966,NA
"194","2013-12-22 19.45.00",10924.5532547099,4.75,2299.90594835999,95.112467297532
"195","2013-12-23 04.30.00",171321.515194955,15.75,10877.5565203146,44.6998768791618
"196","2013-12-23 20.30.00",2419.52046261989,1.75,1382.58312149708,0.0563858696273305
"197","2013-12-29 06.15.00",19599.6752745972,4.5,4355.48339435494,8.08426413044796
"198","2013-12-29 11.00.00",98346.0928516783,15,6556.40619011188,29.440486522716
"199","2014-02-13 06.45.00",399.100886506428,0.25,1596.40354602571,NA
"200","2014-02-13 07.15.00",781.765441922425,0.5,1563.53088384485,NA
"201","2014-02-13 08.00.00",439.467870300588,0.25,1757.87148120235,NA
"202","2014-02-19 18.30.00",28557.8464615337,9.75,2929.00989349064,19.7862909360742
"203","2014-02-21 13.00.00",94257.8117883027,14.25,6614.58328338966,212.016128400431
"204","2014-03-29 23.15.00",14514.5512056576,5,2902.91024113152,180.443469031213
"205","2014-04-04 05.00.00",3113.09220598574,2.25,1383.59653599366,58.8438551201131
"206","2014-04-07 08.30.00",25384.4330841975,4.75,5344.09117562053,6.52392463255616
"207","2014-04-07 13.30.00",26124.6709130501,5.75,4543.42102835655,32.4972898687036
"208","2014-04-15 06.30.00",3929.99452210546,2.25,1746.66423204687,267.377105087531
"209","2014-04-15 09.00.00",1053.20793152639,0.75,1404.27724203519,1.2503869018032
"210","2014-04-15 10.00.00",341.001904633019,0.25,1364.00761853208,NA
"211","2014-04-15 13.15.00",0,0,NA,NA
"212","2014-04-28 21.45.00",8380.99031583841,3.5,2394.56866166812,129.087221361626
"213","2014-04-29 08.00.00",28448.5264661992,4,7112.1316165498,63.99011272384
"214","2014-04-29 12.15.00",12831.8153790487,1,12831.8153790487,NA
"215","2014-04-29 13.30.00",36533.8726008632,5.75,6353.71697406316,52.0048945086683
"216","2014-04-30 11.00.00",0,0,NA,NA
"217","2014-04-30 12.00.00",2572.40010918277,1.75,1469.94291953301,42.7833436828523
"218","2014-07-13 00.30.00",4216.95375766973,2,2108.47687883487,107.605073999566
"219","2014-07-14 18.00.00",0,0,NA,NA
"220","2014-08-09 03.15.00",0,0,NA,NA
"221","2014-08-09 04.30.00",860.850057041937,0.5,1721.70011408387,1.35751868740544
"222","2014-08-09 05.15.00",5868.49270590799,2,2934.246352954,12.6963409298933
"223","2014-08-09 07.30.00",52158.1965467118,3.5,14902.3418704891,30.013796554958
"224","2014-08-09 11.15.00",7981.03989220028,0.75,10641.3865229337,NA
"225","2014-08-09 12.15.00",64951.325418686,2.5,25980.5301674744,24.3407224958949
"226","2014-08-09 15.00.00",65403.2825324943,3,21801.0941774981,5.10789473684211
"227","2014-08-09 22.00.00",708.346737602872,0.5,1416.69347520574,0
"228","2014-08-11 14.00.00",411.526446439805,0.25,1646.10578575922,NA
"229","2014-08-11 22.30.00",350.404609619074,0.25,1401.61843847629,0
"230","2014-08-12 11.15.00",3623.19833583778,1.25,2898.55866867022,20.4764107868254
"231","2014-08-13 01.45.00",4191.01262860377,2.25,1862.67227937946,26.3072751527246
"232","2014-08-17 23.15.00",327.612071224008,0.25,1310.44828489603,NA
"233","2014-08-18 22.00.00",0,0,NA,NA
"234","2014-08-18 22.30.00",5758.59395044312,1.5,3839.06263362874,12.8956677236976
"235","2014-08-19 00.15.00",8087.00038385924,3.75,2156.5334356958,15.6295919806652
"236","2014-08-21 22.45.00",38242.8437757654,4.75,8051.1250054243,13.9364907742637
"237","2014-08-24 07.30.00",8288.85987086275,3,2762.95329028758,0.948350773867838
"238","2014-09-03 02.30.00",13323.7447544022,3.5,3806.7842155435,43.4468584602509
"239","2014-09-04 17.45.00",2125.11933792698,0.25,8500.47735170791,0
"240","2014-09-04 21.00.00",6398.36825494692,2.5,2559.34730197877,5.38099381166107
"241","2014-09-06 22.15.00",1093.4120040676,0.25,4373.64801627041,NA
"242","2014-09-06 23.00.00",24276.3563794029,4.5,5394.74586208953,121.968508744035
"243","2014-09-13 06.15.00",1405.42079257143,0.25,5621.68317028571,NA
"244","2014-09-13 06.45.00",59351.7586251106,6.5,9131.03978847856,30.2544687171626
"245","2014-10-03 22.30.00",11595.2301754319,4.25,2728.28945304281,88.0705554674543
"246","2014-10-07 05.30.00",7557.5687814479,3.5,2159.30536612797,63.403690472318
"247","2014-10-07 19.00.00",521.603661922491,0.25,2086.41464768996,NA
"248","2014-10-07 19.30.00",32930.3772601823,3.5,9408.67921719494,38.5161770509631
"249","2014-10-07 23.15.00",3023.99454564957,0.5,6047.98909129913,NA
"250","2014-10-08",50229.2162373577,3.75,13394.4576632954,4.64135172101779
"251","2014-10-08 04.00.00",1834.30753159836,0.5,3668.61506319671,0.254014496204586
"252","2014-10-08 04.45.00",15359.4056874756,5.5,2792.61921590466,1.55993181129936
"253","2014-10-10 17.30.00",9553.41515517027,3.75,2547.57737471207,9.39907754952721
"254","2014-10-12 10.45.00",34853.3464855323,2.75,12673.9441765572,33.8544958730253
"255","2014-10-12 13.45.00",68999.7691151138,9.75,7076.89939642193,27.2553147906137
"256","2014-10-14 17.45.00",0,0,NA,NA
"257","2014-10-15 04.15.00",756.220169793315,0.25,3024.88067917326,NA
"258","2014-10-15 04.45.00",75765.1155568413,8.25,9183.65037052622,42.8876167959419
"259","2014-10-15 13.15.00",3227.25830071382,1.5,2151.50553380921,1.99915231025451
"260","2014-11-01 07.30.00",8009.92118888657,4.5,1779.98248641924,78.0116986144162
"261","2014-11-17 12.30.00",69310.9696220169,9,7701.21884689076,46.1973105496561
"262","2014-11-24 02.45.00",1357.14717370803,0.75,1809.52956494404,38.0582972605287
"263","2014-11-24 03.45.00",6164.59013208562,3.25,1896.79696371865,106.954186564769
"264","2014-11-26 10.30.00",28606.3046404544,5.25,5448.81993151512,162.627207434526
"265","2014-11-26 16.00.00",8623.84128291004,2.5,3449.53651316402,NA
"266","2014-11-26 21.15.00",14869.7828821253,6.25,2379.16526114006,69.3633885751106
"267","2014-12-02 09.00.00",47341.4995111996,9.5,4983.31573802101,45.4482356708056
"268","2014-12-02 18.45.00",2880.7838515404,1.75,1646.16220088023,24.9573867433181
"269","2014-12-24 08.45.00",381.440611689797,0.25,1525.76244675919,NA
"270","2014-12-24 09.15.00",19076.2926660554,7,2725.18466657934,48.5143568281947
"271","2014-12-24 16.30.00",1140.46525739811,0.75,1520.62034319749,20.9812563876745
"272","2014-12-24 17.30.00",3695.61158936557,2.5,1478.24463574623,0.0862415067394986
"273","2015-01-24 00.30.00",1754.25329001797,1,1754.25329001797,NA
"274","2015-01-24 01.45.00",3247.97421315136,1.5,2165.31614210091,27.5231662507809
"275","2015-01-24 03.30.00",6502.20542270788,3.75,1733.92144605543,71.3707600726689
"276","2015-02-02 12.30.00",0,0,NA,NA
"277","2015-02-02 13.30.00",6851.37910954756,3,2283.79303651585,16.22329409162
"278","2015-02-19 06.15.00",1689.24170033601,1.25,1351.39336026881,2.00000009005102
"279","2015-02-22 19.45.00",2915.84256343203,1.75,1666.19575053259,NA
"280","2015-02-22 21.45.00",5681.82097389839,3.5,1623.37742111382,81.794728037702
"281","2015-03-02 23.00.00",2588.00202044324,1.75,1478.85829739614,59.0290062589162
"282","2015-03-04 11.45.00",44098.8422104512,7.5,5879.84562806016,177.508324115182
"283","2015-03-04 19.30.00",10174.7831802782,5.25,1938.05393910061,64.2657461096665
"284","2015-03-05 01.00.00",17240.6081336678,5.75,2998.36663194223,89.5600716474466
"285","2015-03-05 07.00.00",11915.4440763543,3.5,3404.4125932441,57.0444521385694
"286","2015-03-05 11.15.00",66640.5568328909,5.25,12693.4393967411,134.370125004624
"287","2015-03-05 16.45.00",73867.928760167,13.25,5574.93801963525,34.4482834832235
"288","2015-03-06 06.15.00",4439.48458474308,2.5,1775.79383389723,88.86077115569
"289","2015-03-06 09.00.00",828.570885605311,0.5,1657.14177121062,37.9999999999999
"290","2015-03-06 09.45.00",1587.37211294992,1,1587.37211294992,10.784534930785
"291","2015-03-06 11.00.00",2257.42380498807,1.5,1504.94920332538,0.1778631440246
"292","2015-03-06 12.45.00",1466.71614959065,1,1466.71614959065,0.271549785226267
"293","2015-03-06 14.00.00",717.175250736728,0.5,1434.35050147346,1.5
"294","2015-03-06 14.45.00",700.909429939479,0.5,1401.81885987896,NA
"295","2015-03-06 22.15.00",1386.39984496488,0.75,1848.53312661983,64.9414966531784
"296","2015-03-06 23.15.00",2981.01067697094,1.75,1703.43467255482,80.2690327787679
"297","2015-03-07 01.15.00",782.381089530911,0.5,1564.76217906182,2.5916727209555
"298","2015-03-07 02.00.00",371.068581719316,0.25,1484.27432687727,NA
"299","2015-03-07 02.30.00",2444.1773598624,1.75,1396.67277706423,2.96828452062129
"300","2015-03-07 04.30.00",1322.50643917369,1,1322.50643917369,0.5
"301","2015-03-07 22.45.00",12528.0010889785,7.25,1728.00015020393,24.9265761688452
"302","2015-03-11 11.45.00",2136.347292031,1.5,1424.23152802066,NA
"303","2015-03-11 13.30.00",1143.67884433813,0.75,1524.90512578417,NA
"304","2015-03-11 14.30.00",2917.76572420123,2,1458.88286210062,4.85762449720736
"305","2015-03-11 19.45.00",2724.04518279588,2,1362.02259139794,6.4327947461126
"306","2015-03-13 22.45.00",3725.83636618073,2,1862.91818309036,NA
"307","2015-03-14 01.00.00",2452.63461856521,1,2452.63461856521,NA
"308","2015-03-14 02.15.00",2694.34142426748,1,2694.34142426748,NA
"309","2015-03-14 03.30.00",11550.0029380672,5.25,2200.00055963184,139.176603703862
"310","2015-03-14 15.45.00",17373.7653140429,7.25,2396.38142262661,26.7998590717128
"311","2015-03-14 23.15.00",1028.07755815709,0.75,1370.77007754279,2.88276372651319
"312","2015-03-20 01.30.00",7994.29804363315,4,1998.57451090829,42.7685507915708
"313","2015-03-20 05.45.00",461.756517158505,0.25,1847.02606863402,NA
"314","2015-03-20 06.15.00",913.078834583146,0.5,1826.15766916629,NA
"315","2015-03-20 07.00.00",13581.2621406978,7.5,1810.83495209305,13.1423532399072
"316","2015-03-26 23.15.00",507.418174118662,0.25,2029.67269647465,NA
"317","2015-03-26 23.45.00",21105.4190779261,5,4221.08381558522,75.2256066008126
"318","2015-04-04 04.45.00",0,0,NA,NA
"319","2015-04-04 05.00.00",11270.50345547,3.75,3005.46758812534,116.899741883003
"320","2015-04-07 10.00.00",19784.445125638,6.5,3043.7607885597,214.818113898487
"321","2015-04-08 21.45.00",6460.40654832164,3,2153.46884944055,37.9945872880847
"322","2015-04-09 05.15.00",24798.0372816189,6.25,3967.68596505902,88.6134538220423
"323","2015-04-10 14.15.00",2915.89107120003,1.5,1943.92738080002,NA
"324","2015-04-10 18.45.00",0,0,NA,NA
"325","2015-04-14 15.45.00",3438.079363974,2,1719.039681987,NA
"326","2015-04-14 18.00.00",1741.80765024879,0.75,2322.41020033173,NA
"327","2015-04-14 19.00.00",9276.59877843435,4.75,1952.96816388092,54.0734249927379
"328","2015-04-15 00.45.00",777.555036108595,0.5,1555.11007221719,0.640355067118745
"329","2015-04-15 01.30.00",5359.54031127807,3.5,1531.29723179373,14.5031787045903
"330","2015-04-16 12.15.00",21563.3641732296,6.5,3317.44064203532,32.7056332123256
"331","2015-04-17 02.45.00",988.260406001792,0.75,1317.68054133572,25.0015188195195
"332","2015-04-19 16.15.00",3494.10489197761,1.75,1996.63136684435,4.66245638006463
"333","2015-04-19 18.15.00",6212.20249386955,3,2070.73416462318,16.93068331503
"334","2015-04-19 21.30.00",35508.8606446421,4,8877.21516116052,NA
"335","2015-04-20 01.45.00",92438.9051666459,11.75,7867.14086524646,89.3260275959779
"336","2015-04-20 13.45.00",4291.47243962203,2.75,1560.53543258983,0.677999355950963
"337","2015-04-20 17.15.00",1747.10080797061,1.25,1397.68064637649,2
"338","2015-04-20 18.45.00",4844.78067211951,3.5,1384.223049177,NA
"339","2015-04-20 22.30.00",4590.71880056187,2.25,2040.31946691639,1.97780528163266
"340","2015-04-21 01.00.00",1757.15323150543,1,1757.15323150543,2.73083817495834
